Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,OrderCat_Fashion,OrderCat_Grocery,OrderCat_Laptop & Accessory,OrderCat_Mobile Device,OrderCat_Others,PaymentMode_Cash on Delivery,PaymentMode_Credit Card,PaymentMode_Debit Card,PaymentMode_E wallet,PaymentMode_UPI,MartialStatus_Divorced,MartialStatus_Married,MartialStatus_Single
1,0.0,0,3,0.19047619047619047,0,0.375,0.6000000000000001,3,0.09090909090909091,1,0.0,0.0625,0.0,0.20689655172413793,0.48444567525154614,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,1,1,0.25396825396825395,0,0.625,0.8,3,0.09090909090909091,1,0.896551724137931,0.0625,0.0,0.41379310344827586,0.4945998338410413,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0.5757575757575758,0,1,0.47619047619047616,1,0.625,0.4000000000000001,4,0.8181818181818182,1,0.48275862068965525,0.0625,0.2,0.20689655172413793,0.46041416658974116,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0.0,0,3,0.2222222222222222,0,0.625,0.8,3,0.36363636363636365,1,0.48275862068965525,0.375,0.4,0.48275862068965514,0.4976153112403458,False,False,True,False,False,False,False,True,False,False,True,False,False
1,0.6060606060606061,0,1,0.7619047619047619,1,0.625,0.4000000000000001,2,0.09090909090909091,0,0.06896551724137934,0.6875,0.9333333333333333,0.41379310344827586,0.625003846272193,True,False,False,False,False,False,True,False,False,False,True,False,False
1,0.2727272727272727,0,3,0.7301587301587301,0,0.375,0.4000000000000001,3,0.09090909090909091,1,0.5517241379310345,0.0,0.0,0.0,0.3592418228253177,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0.0,0,3,0.6666666666666666,1,0.625,0.8,3,0.2727272727272727,1,0.0,0.0625,0.06666666666666667,0.13793103448275862,0.4479830148619957,False,False,True,False,False,False,False,True,False,False,True,False,False
1,0.42424242424242425,1,1,0.2857142857142857,0,0.375,0.8,2,0.1818181818181818,0,0.27586206896551735,0.0,0.0,0.20689655172413793,0.6354041662820394,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0,1,0.31746031746031744,1,0.375,0.4000000000000001,5,0.6363636363636364,0,0.7586206896551724,0.0625,0.0,0.27586206896551724,0.43693652112372683,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0.24242424242424243,0,3,0.031746031746031744,0,0.625,0.4000000000000001,4,0.09090909090909091,0,0.13793103448275867,0.0625,0.0,0.41379310344827586,0.5321702206221729,True,False,False,False,False,False,False,False,True,False,True,False,False
0,0.2727272727272727,0,3,0.2222222222222222,0,0.375,0.4000000000000001,3,0.1818181818181818,1,0.6206896551724139,0.0,0.2,0.3448275862068966,0.378657804855534,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0.5454545454545454,0,1,0.2857142857142857,0,0.375,0.4000000000000001,4,0.7272727272727273,0,0.48275862068965525,0.0625,0.0,1.0,0.3799501523123788,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.15151515151515152,1,3,0.2857142857142857,1,0.375,0.4000000000000001,2,0.09090909090909091,0,0.2068965517241379,0.125,0.13333333333333336,0.48275862068965514,0.5845718329794762,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.06060606060606061,1,1,0.031746031746031744,0,0.375,0.4000000000000001,3,0.09090909090909091,0,0.13793103448275867,0.0,0.0,0.6206896551724138,0.44059817225145387,False,False,True,False,False,True,False,False,False,False,True,False,False
0,0.0,0,1,0.25396825396825395,0,0.375,0.6000000000000001,3,0.1818181818181818,0,0.4137931034482758,0.0625,0.0,0.0,0.4963845041385888,False,False,True,False,False,False,True,False,False,False,True,False,False
0,0.9090909090909092,0,1,0.31746031746031744,1,0.625,0.6000000000000001,4,0.36363636363636365,1,0.6206896551724139,0.0625,0.0,0.0,0.4106587895012154,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.3939393939393939,0,3,0.15873015873015872,0,0.625,0.6000000000000001,2,0.6363636363636364,0,0.0,0.125,0.06666666666666667,0.7586206896551724,0.6417120526785439,True,False,False,False,False,False,False,False,True,False,True,False,False
0,0.2727272727272727,1,3,0.09523809523809523,1,0.625,0.4000000000000001,3,0.5454545454545454,0,0.48275862068965525,0.0625,0.0,0.13793103448275862,0.37635004153973967,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0.0,0,1,0.2857142857142857,0,0.625,0.4000000000000001,2,0.09090909090909091,0,0.896551724137931,0.0,0.06666666666666667,0.13793103448275862,0.3791808978737807,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.2727272727272727,1,1,0.31746031746031744,0,0.375,0.4000000000000001,4,0.5454545454545454,0,0.48275862068965525,0.0,0.06666666666666667,0.13793103448275862,0.3699806147881473,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.030303030303030304,0,1,0.6984126984126984,0,0.625,0.4000000000000001,2,0.09090909090909091,0,0.0,0.0,0.0,0.13793103448275862,0.3911812671159112,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.9090909090909092,0,1,0.7936507936507936,0,0.375,0.2,2,0.2727272727272727,1,0.3448275862068966,0.0625,0.0,0.27586206896551724,0.5981414812763469,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.0,1,1,0.2857142857142857,0,0.625,0.6000000000000001,3,0.09090909090909091,1,0.27586206896551735,0.0,0.0,0.06896551724137931,0.38665805101695433,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.696969696969697,0,1,0.38095238095238093,1,0.375,0.4000000000000001,4,0.2727272727272727,0,0.27586206896551735,0.125,0.2,0.27586206896551724,0.9208283331794823,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0.42424242424242425,0,1,0.2857142857142857,0,0.375,0.4000000000000001,3,0.36363636363636365,0,0.06896551724137934,0.0625,0.0,0.5517241379310345,0.383119480599403,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0.09090909090909091,0,3,0.19047619047619047,1,0.375,0.4000000000000001,2,0.1818181818181818,0,0.06896551724137934,0.125,0.4,0.27586206896551724,0.5975260777254684,True,False,False,False,False,False,False,True,False,False,True,False,False
0,0.33333333333333337,0,3,0.031746031746031744,1,0.375,0.6000000000000001,2,0.36363636363636365,0,0.7586206896551724,0.0625,0.0,0.06896551724137931,0.5749715375857719,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.15151515151515152,0,1,0.2222222222222222,0,0.625,0.4000000000000001,3,0.2727272727272727,0,0.6206896551724139,0.0,0.0,0.27586206896551724,0.4011815748176867,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.0,0,1,0.5714285714285714,0,0.625,0.4000000000000001,4,0.0,1,0.3448275862068966,0.0625,0.0,0.06896551724137931,0.4017969783685652,False,False,False,True,False,True,False,False,False,False,True,False,False
1,0.0,1,3,0.2857142857142857,1,0.625,0.8,5,0.0,0,0.6896551724137931,0.0625,0.0,0.0,0.37924243822886855,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0.2727272727272727,1,1,0.12698412698412698,0,0.125,0.4000000000000001,4,0.36363636363636365,0,0.06896551724137934,0.25,0.4,0.13793103448275862,0.37194990615095846,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0.09090909090909091,1,1,0.31746031746031744,0,0.625,0.4000000000000001,5,0.09090909090909091,0,0.0,0.0,0.33333333333333337,0.6896551724137931,0.4022277608541801,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0.5454545454545454,0,3,0.15873015873015872,1,0.125,0.4000000000000001,5,0.36363636363636365,1,0.0,0.0,0.0,0.20689655172413793,0.46173728422412996,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.8787878787878788,0,1,0.2857142857142857,1,0.625,0.4000000000000001,5,0.36363636363636365,1,0.48275862068965525,0.0625,0.06666666666666667,0.13793103448275862,0.43869042124373053,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0.18181818181818182,0,1,0.2857142857142857,0,0.375,0.4000000000000001,2,0.0,0,0.2068965517241379,0.0,0.0,0.13793103448275862,0.38462721929905536,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0.0,0,1,0.09523809523809523,0,0.375,0.6000000000000001,2,0.09090909090909091,0,0.7586206896551724,0.0,0.0,0.0,0.341610511092649,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.5757575757575758,0,3,0.031746031746031744,1,0.625,0.4000000000000001,5,0.09090909090909091,0,0.9655172413793103,0.25,0.9333333333333333,0.48275862068965514,0.6293424413058863,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.2727272727272727,0,1,0.31746031746031744,1,0.625,0.4000000000000001,2,0.09090909090909091,0,0.06896551724137934,0.0625,0.06666666666666667,0.06896551724137931,0.3781039416597433,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.12121212121212122,0,1,0.4126984126984127,1,0.625,0.4000000000000001,2,0.7272727272727273,1,0.8275862068965518,0.0625,0.0,0.13793103448275862,0.4285978030093233,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.2727272727272727,0,1,0.8888888888888887,1,0.625,0.4000000000000001,4,0.1818181818181818,0,0.27586206896551735,0.0625,0.0,0.13793103448275862,0.37881165574325365,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0.12121212121212122,0,3,0.6666666666666666,1,0.625,0.4000000000000001,4,0.09090909090909091,1,0.7586206896551724,0.0,0.0,0.13793103448275862,0.404320132927167,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0.696969696969697,0,1,0.031746031746031744,0,0.375,0.6000000000000001,3,0.1818181818181818,0,0.27586206896551735,0.0,0.0,0.13793103448275862,0.4212437305763254,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.7878787878787878,0,1,0.4444444444444444,1,0.375,0.2,5,0.09090909090909091,0,0.0,0.0625,0.0,0.20689655172413793,0.444629065509708,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0.18181818181818182,0,1,0.47619047619047616,1,0.625,0.4000000000000001,4,0.09090909090909091,0,0.13793103448275867,0.0,0.0,0.41379310344827586,0.3925043847503,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.3939393939393939,0,1,0.15873015873015872,1,0.375,0.4000000000000001,3,0.09090909090909091,0,0.2068965517241379,0.0625,0.5333333333333333,0.6206896551724138,0.8933505646327579,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0.8484848484848485,0,1,0.47619047619047616,0,0.625,0.2,4,0.7272727272727273,0,0.0,0.0625,0.06666666666666667,1.0,0.8837810394165975,False,False,False,False,True,False,True,False,False,False,False,False,True
0,0.21212121212121213,1,1,0.09523809523809523,0,0.375,0.6000000000000001,3,0.09090909090909091,0,0.4137931034482758,0.0,0.0,0.6206896551724138,0.6014646604510908,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.7272727272727273,0,1,0.12698412698412698,1,0.625,0.4000000000000001,4,0.2727272727272727,0,0.48275862068965525,0.0,0.06666666666666667,0.0,0.7302993938275023,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0.7575757575757576,0,1,0.031746031746031744,0,0.625,0.6000000000000001,3,0.0,0,0.27586206896551735,0.0625,0.6666666666666666,0.6206896551724138,0.9230745561401889,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0.2727272727272727,0,1,0.31746031746031744,1,0.375,0.4000000000000001,4,0.09090909090909091,0,0.3448275862068966,0.0625,0.0,0.20689655172413793,0.377827010061848,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0.0,0,1,0.7619047619047619,0,0.375,0.6000000000000001,3,0.2727272727272727,1,0.13793103448275867,0.0625,0.0,0.06896551724137931,0.4897381457891012,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.2727272727272727,1,1,0.25396825396825395,0,0.375,0.2,2,0.36363636363636365,0,0.2068965517241379,0.0,0.06666666666666667,0.13793103448275862,0.37198067632850235,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.5454545454545454,1,1,0.09523809523809523,0,0.625,0.6000000000000001,2,0.8181818181818182,0,0.8275862068965518,0.0625,0.6666666666666666,0.5517241379310345,0.8243945967568233,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.30303030303030304,0,1,0.6984126984126984,0,0.625,0.2,5,0.09090909090909091,1,0.06896551724137934,0.0,0.0,0.48275862068965514,0.41736668820579087,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0.24242424242424243,1,1,0.09523809523809523,1,0.375,0.4000000000000001,4,0.4545454545454545,0,0.0,0.0625,0.0,0.13793103448275862,0.44385981107110983,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0.4545454545454546,1,1,0.6984126984126984,1,0.375,0.4000000000000001,3,0.1818181818181818,0,0.3448275862068966,0.0,0.0,0.13793103448275862,0.4697067602080064,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0.33333333333333337,0,1,0.09523809523809523,0,0.375,0.4000000000000001,3,0.8181818181818182,0,0.2068965517241379,0.0,0.0,0.0,0.5093387488845811,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.33333333333333337,0,1,0.9523809523809524,0,0.375,0.4000000000000001,2,0.2727272727272727,0,0.48275862068965525,0.0,0.0,0.48275862068965514,0.5003538570417552,False,False,True,False,False,True,False,False,False,False,True,False,False
0,0.0,1,1,0.031746031746031744,0,0.375,0.6000000000000001,5,0.4545454545454545,0,0.5517241379310345,0.0,0.06666666666666667,0.0,0.4399519985230314,False,False,True,False,False,True,False,False,False,False,True,False,False
0,0.6666666666666667,1,1,0.6031746031746031,0,0.625,0.4000000000000001,2,0.09090909090909091,1,0.27586206896551735,0.0,0.0,0.48275862068965514,0.517062063448106,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.21212121212121213,1,1,0.3492063492063492,0,0.375,0.4000000000000001,3,0.09090909090909091,1,0.4137931034482758,0.125,0.06666666666666667,0.0,0.42509000276931597,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.3939393939393939,0,1,0.6349206349206349,0,0.625,0.4000000000000001,2,0.7272727272727273,1,0.27586206896551735,0.0625,0.13333333333333336,0.48275862068965514,0.3920428320871411,False,False,True,False,False,False,True,False,False,False,True,False,False
1,0.030303030303030304,0,1,0.9523809523809524,0,0.625,0.4000000000000001,5,0.6363636363636364,1,0.5517241379310345,0.0,0.0,0.0,0.5130311701898519,False,False,True,False,False,False,True,False,False,False,True,False,False
1,0.0,0,3,0.8888888888888887,1,0.375,0.4000000000000001,2,0.09090909090909091,0,0.7586206896551724,0.0625,0.0,0.6206896551724138,0.5427551616972829,True,False,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0,1,0.2857142857142857,0,0.375,0.2,4,0.09090909090909091,1,0.3448275862068966,0.0,0.06666666666666667,0.13793103448275862,0.3793347487615003,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0.2727272727272727,1,1,0.6031746031746031,1,0.625,0.4000000000000001,2,0.09090909090909091,0,0.13793103448275867,0.0625,0.0,0.48275862068965514,0.37394996769131356,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0.3939393939393939,1,1,0.31746031746031744,0,0.625,0.6000000000000001,2,0.8181818181818182,0,0.2068965517241379,0.0625,0.0,0.13793103448275862,0.4577371611434197,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.5757575757575758,0,1,0.031746031746031744,0,0.625,0.4000000000000001,5,0.6363636363636364,0,0.3448275862068966,0.0,0.0,0.20689655172413793,0.5968183636419582,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0.0,0,3,0.15873015873015872,0,0.375,0.8,2,0.09090909090909091,0,0.0,0.4375,0.5333333333333333,0.5517241379310345,0.6277116218960583,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.09090909090909091,1,1,0.031746031746031744,0,0.375,0.6000000000000001,3,0.09090909090909091,0,0.7586206896551724,0.125,0.26666666666666666,0.5517241379310345,0.5684482599464599,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,1,3,0.6666666666666666,1,0.375,0.4000000000000001,3,0.09090909090909091,0,0.2068965517241379,0.0625,0.0,0.48275862068965514,0.6148189175051539,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.7272727272727273,0,1,0.2857142857142857,0,0.375,0.6000000000000001,4,0.4545454545454545,0,0.3448275862068966,0.0625,0.2,0.20689655172413793,0.6920212929628603,True,False,False,False,False,False,False,True,False,False,True,False,False
1,0.0,0,1,0.2857142857142857,1,0.375,0.4000000000000001,5,0.4545454545454545,1,0.0,0.0625,0.0,0.27586206896551724,0.38945813717345146,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0.42424242424242425,0,3,0.2222222222222222,1,0.625,0.4000000000000001,2,0.2727272727272727,1,0.48275862068965525,0.0,0.06666666666666667,0.0,0.7258992584387213,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,1,3,0.8571428571428571,1,0.375,0.6000000000000001,5,0.4545454545454545,0,0.27586206896551735,0.0,0.0,0.06896551724137931,0.5137388842733622,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.2727272727272727,0,1,0.031746031746031744,0,0.375,0.4000000000000001,3,0.0,0,0.2068965517241379,0.0,0.0,0.3448275862068966,0.3710268008246408,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0.5454545454545454,1,3,0.2222222222222222,1,0.375,0.6000000000000001,2,0.5454545454545454,0,0.06896551724137934,0.75,0.7333333333333334,0.5517241379310345,0.5804793993661344,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0.8181818181818182,0,3,0.12698412698412698,1,0.375,0.4000000000000001,5,0.1818181818181818,0,0.2068965517241379,0.0625,0.0,0.3448275862068966,0.49047663005015535,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0.2727272727272727,0,1,0.19047619047619047,0,0.625,0.4000000000000001,4,0.7272727272727273,0,0.3448275862068966,0.0,0.13333333333333336,0.48275862068965514,0.48967660543401326,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.18181818181818182,0,1,0.2857142857142857,1,0.375,0.6000000000000001,4,0.5454545454545454,0,0.6896551724137931,0.0,0.0,0.06896551724137931,0.3883811809594141,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.30303030303030304,1,1,0.38095238095238093,0,0.375,0.4000000000000001,2,0.09090909090909091,1,0.2068965517241379,0.0,0.0,0.20689655172413793,0.6826363888119634,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.33333333333333337,0,3,0.12698412698412698,0,0.625,0.4000000000000001,3,0.0,0,0.06896551724137934,0.0625,0.26666666666666666,0.896551724137931,0.6341425890027385,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.12121212121212122,1,1,0.031746031746031744,0,0.375,0.8,3,0.0,0,0.06896551724137934,0.0625,0.0,0.27586206896551724,0.44139819686759585,False,False,True,False,False,False,True,False,False,False,True,False,False
0,0.2727272727272727,0,1,0.12698412698412698,0,0.625,0.6000000000000001,2,0.2727272727272727,0,0.4137931034482758,0.0,0.0,0.0,0.3746884519523678,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0.30303030303030304,1,3,0.15873015873015872,0,0.375,0.4000000000000001,2,0.36363636363636365,0,0.4137931034482758,0.0625,0.26666666666666666,0.5517241379310345,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0.06060606060606061,1,3,0.031746031746031744,1,0.375,0.4000000000000001,2,0.09090909090909091,0,0.2068965517241379,0.25,0.2,0.06896551724137931,0.551340041232038,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.24242424242424243,1,3,0.031746031746031744,1,0.625,0.4000000000000001,3,0.09090909090909091,0,0.2068965517241379,0.0625,0.0,0.5517241379310345,0.578140865872796,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0,1,0.2857142857142857,0,0.375,0.6000000000000001,2,0.09090909090909091,1,0.13793103448275867,0.0,0.0,0.06896551724137931,0.3812117295916797,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0.7575757575757576,0,1,0.09523809523809523,1,0.375,0.6000000000000001,2,0.6363636363636364,0,0.27586206896551735,0.0,0.06666666666666667,0.13793103448275862,0.40653558571032955,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.4545454545454546,0,1,0.15873015873015872,0,0.375,0.4000000000000001,2,0.09090909090909091,0,0.27586206896551735,0.0,0.6666666666666666,1.0,0.8994738299639988,False,False,False,False,True,True,False,False,False,False,True,False,False
0,0.2727272727272727,0,2,0.2222222222222222,0,0.375,0.4000000000000001,3,0.7272727272727273,0,0.4137931034482758,0.125,0.06666666666666667,0.13793103448275862,0.3774577679313209,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.696969696969697,0,3,0.031746031746031744,1,0.625,0.4000000000000001,2,0.2727272727272727,0,0.27586206896551735,0.0625,0.0,0.41379310344827586,0.9082433305640173,False,False,False,False,True,False,True,False,False,False,False,True,False
1,0.0,0,1,0.2857142857142857,0,0.375,0.4000000000000001,2,0.4545454545454545,1,0.13793103448275867,0.0,0.0,0.27586206896551724,0.3826579279362442,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0.48484848484848486,0,3,0.5396825396825397,1,0.625,0.4000000000000001,2,0.4545454545454545,1,0.7586206896551724,0.0,0.06666666666666667,0.6206896551724138,0.8019939075048462,False,True,False,False,False,False,False,False,True,False,True,False,False
1,0.0,0,1,0.09523809523809523,1,0.625,0.4000000000000001,5,0.6363636363636364,0,0.6206896551724139,0.0625,0.0,0.48275862068965514,0.39099664605064766,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0.7575757575757576,1,3,0.09523809523809523,0,0.625,0.6000000000000001,3,0.09090909090909091,1,0.48275862068965525,0.0625,0.9333333333333333,0.8275862068965517,0.8944275208467952,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0.15151515151515152,0,3,0.15873015873015872,1,0.375,0.4000000000000001,4,0.1818181818181818,0,0.0,0.0625,0.0,0.13793103448275862,0.4286593433644112,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0.0,0,1,0.031746031746031744,0,0.625,0.6000000000000001,3,0.0,1,0.2068965517241379,0.0625,0.0,0.13793103448275862,0.4224745376780824,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0.2727272727272727,0,1,0.031746031746031744,1,0.625,0.4000000000000001,3,0.6363636363636364,0,0.2068965517241379,0.0,0.0,0.13793103448275862,0.37638081171728355,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0.15151515151515152,1,3,0.8571428571428571,0,0.625,0.4000000000000001,2,0.0,0,0.48275862068965525,0.0625,0.06666666666666667,0.13793103448275862,0.4450906181728668,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0.42424242424242425,0,1,0.6349206349206349,0,0.625,0.4000000000000001,5,0.1818181818181818,0,0.3448275862068966,0.0625,0.0,0.0,0.4022277608541801,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.3939393939393939,0,1,0.7936507936507936,0,0.625,0.4000000000000001,2,0.09090909090909091,0,0.4137931034482758,0.125,0.2,0.48275862068965514,0.40982799470752945,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.5454545454545454,0,1,0.031746031746031744,0,0.625,0.2,2,0.0,0,0.27586206896551735,0.0625,0.0,0.48275862068965514,0.898550724637681,False,False,False,False,True,False,False,False,False,True,True,False,False
